Body Part,Equipment Required,ID,Name,Primary Muscle Group,Duration(min),Reps,Sets,Rest Time(sec),Calories Burned,Difficulty Level,Intensity Level,Video Link,Image Link,Secondary Muscle Group,Category
shoulders,dumbbell,494,dumbbell cuban press,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,dumbbell,495,dumbbell cuban press v. 2,delts,5,12,3,30,20,Beginner,Medium,,,,
upper legs,dumbbell,496,dumbbell deadlift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
chest,dumbbell,497,dumbbell decline bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,498,dumbbell decline fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,499,dumbbell decline hammer press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,500,dumbbell decline one arm fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,501,dumbbell decline one arm hammer press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,dumbbell,502,dumbbell decline shrug,traps,5,12,3,30,20,Beginner,Medium,,,,
back,dumbbell,503,dumbbell decline shrug v. 2,traps,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,504,dumbbell decline triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
chest,dumbbell,505,dumbbell decline twist fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
lower arms,dumbbell,506,dumbbell finger curls,forearms,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,507,dumbbell fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,508,dumbbell fly on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,509,dumbbell forward lunge triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
shoulders,dumbbell,510,dumbbell front raise,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,dumbbell,511,dumbbell front raise v. 2,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,dumbbell,512,dumbbell full can lateral raise,delts,5,12,3,30,20,Beginner,Medium,,,,
upper legs,dumbbell,513,dumbbell goblet squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
upper arms,dumbbell,514,dumbbell hammer curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,515,dumbbell hammer curl on exercise ball,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,516,dumbbell hammer curl v. 2,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,517,dumbbell hammer curls (with arm blaster),biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,518,dumbbell high curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
chest,dumbbell,519,dumbbell incline alternate press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,520,dumbbell incline bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,521,dumbbell incline biceps curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
chest,dumbbell,522,dumbbell incline breeding,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,523,dumbbell incline curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,524,dumbbell incline curl v. 2,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
chest,dumbbell,525,dumbbell incline fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,526,dumbbell incline fly on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,527,dumbbell incline hammer curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
chest,dumbbell,528,dumbbell incline hammer press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,529,dumbbell incline hammer press on exercise ball,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,dumbbell,530,dumbbell incline inner biceps curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
chest,dumbbell,531,dumbbell incline one arm fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,532,dumbbell incline one arm fly on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,533,dumbbell incline one arm hammer press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,dumbbell,534,dumbbell incline one arm hammer press on exercise ball,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
shoulders,dumbbell,535,dumbbell incline one arm lateral raise,delts,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,536,dumbbell incline one arm press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,537,dumbbell incline one arm press on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,538,dumbbell incline palm-in press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,539,dumbbell incline press on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
shoulders,dumbbell,540,dumbbell incline raise,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,dumbbell,541,dumbbell incline rear lateral raise,delts,5,12,3,30,20,Beginner,Medium,,,,
back,dumbbell,542,dumbbell incline row,upper back,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,543,dumbbell incline shoulder raise,serratus anterior,5,12,3,30,20,Beginner,Medium,,,,
back,dumbbell,544,dumbbell incline shrug,traps,5,12,3,30,20,Beginner,Medium,,,,
shoulders,dumbbell,545,dumbbell incline t-raise,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,546,dumbbell incline triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
chest,dumbbell,547,dumbbell incline twisted flyes,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,548,dumbbell incline two arm extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,dumbbell,549,dumbbell incline y-raise,upper back,5,12,3,30,20,Beginner,Medium,,,,
shoulders,dumbbell,550,dumbbell iron cross,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,551,dumbbell kickback,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,dumbbell,552,dumbbell kickbacks on exercise ball,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,dumbbell,553,dumbbell kneeling bicep curl exercise ball,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
